,Total,county,population,Poverty_Rate
2724,827,"Windham, VT",43857,1.88567389470324
2725,731,"Windsor, VT",56067,1.3037972425847648
2726,669,"Accomack, VA",33148,2.018221310486304
2727,1919,"Albemarle, VA",103000,1.8631067961165049
2728,337,"Alleghany, VA",16161,2.0852670008044054
2729,351,"Amelia, VA",12745,2.7540211847783445
2730,672,"Amherst, VA",32178,2.08838336751818
2731,380,"Appomattox, VA",15255,2.4909865617830222
2732,2001,"Arlington, VA",224906,0.8897050323246156
2733,1882,"Augusta, VA",73912,2.5462712414763504
2734,161,"Bath, VA",4616,3.487868284228769
2735,1794,"Bedford, VA",5948,30.161398789509082
2736,1794,"Bedford, VA",69825,2.569280343716434
2737,161,"Bland, VA",6735,2.390497401633259
2738,550,"Botetourt, VA",33002,1.6665656626871097
2739,501,"Brunswick, VA",16973,2.951746892122783
2740,642,"Buchanan, VA",23597,2.720684832817731
2741,331,"Buckingham, VA",17136,1.9316059757236228
2742,1179,"Campbell, VA",55235,2.134516158233004
2743,834,"Caroline, VA",29298,2.8466106901494985
2744,707,"Carroll, VA",29883,2.3658936519091123
2745,191,"Charles City, VA",7130,2.678821879382889
2746,237,"Charlotte, VA",12305,1.9260463226330757
2747,7262,"Chesterfield, VA",327745,2.2157469984286564
2748,405,"Clarke, VA",14348,2.8226930582659606
2749,100,"Craig, VA",5210,1.9193857965451053
2750,1810,"Culpeper, VA",48506,3.731497134375129
2751,133,"Cumberland, VA",9841,1.351488669850625
2752,246,"Dickenson, VA",15486,1.588531576908175
2753,732,"Dinwiddie, VA",27904,2.623279816513761
2754,229,"Essex, VA",11229,2.039362365304123
2755,24041,"Fairfax, VA",23973,100.28365244233095
2756,24041,"Fairfax, VA",1130924,2.125783872302648
2757,2178,"Fauquier, VA",67207,3.240733852128499
2758,216,"Floyd, VA",15528,1.3910355486862442
2759,563,"Fluvanna, VA",25977,2.167301843938869
2760,1289,"Franklin, VA",8638,14.922435749015975
2761,1289,"Franklin, VA",56335,2.2880979852667083
2762,1721,"Frederick, VA",81319,2.1163565710350594
2763,460,"Giles, VA",16925,2.7178729689807977
2764,1021,"Gloucester, VA",36834,2.771895531302601
2765,703,"Goochland, VA",21626,3.250716729862203
2766,351,"Grayson, VA",15161,2.3151507156520017
2767,406,"Greene, VA",18804,2.1591150818974687
2768,201,"Greensville, VA",11886,1.691065118626956
2769,799,"Halifax, VA",35401,2.256998389875992
2770,1703,"Hanover, VA",101330,1.6806473897167669
2771,6467,"Henrico, VA",318611,2.029747874367175
2772,992,"Henry, VA",52617,1.8853222342588898
2773,61,"Highland, VA",2215,2.7539503386004514
2774,628,"Isle of Wight, VA",35656,1.7612743998205072
2775,1021,"James City, VA",70516,1.4478983493107949
2776,216,"King and Queen, VA",7130,3.02945301542777
2777,742,"King George, VA",24926,2.976811361630426
2778,252,"King William, VA",16097,1.5655091010747344
2779,112,"Lancaster, VA",11148,1.0046645138141372
2780,690,"Lee, VA",25185,2.73972602739726
2781,8688,"Loudoun, VA",349679,2.484564414791852
2782,971,"Louisa, VA",33945,2.8605096479599355
2783,206,"Lunenburg, VA",12527,1.6444479923365531
2784,95,"Madison, VA",13200,0.7196969696969697
2785,172,"Mathews, VA",8897,1.9332359222209734
2786,1007,"Mecklenburg, VA",31426,3.2043530834340994
2787,303,"Middlesex, VA",10762,2.815461810072477
2788,1303,"Montgomery, VA",96207,1.3543713035434013
2789,463,"Nelson, VA",14789,3.1307052539049294
2790,229,"New Kent, VA",19507,1.173937560875583
2791,234,"Northampton, VA",12125,1.9298969072164947
2792,284,"Northumberland, VA",12200,2.3278688524590163
2793,364,"Nottoway, VA",15773,2.3077410765231723
2794,836,"Orange, VA",34689,2.409985874484707
2795,494,"Page, VA",23821,2.0738004281936107
2796,492,"Patrick, VA",18368,2.6785714285714284
2797,1624,"Pittsylvania, VA",62426,2.6014801525005606
2798,614,"Powhatan, VA",28259,2.1727591209880037
2799,733,"Prince Edward, VA",22802,3.2146302955881065
2800,1163,"Prince George, VA",37253,3.12189622312297
2801,14550,"Prince William, VA",438580,3.317524738930184
2802,905,"Pulaski, VA",34507,2.622656272640334
2803,125,"Rappahannock, VA",7478,1.6715699384862264
2804,157,"Richmond, VA",214114,0.07332542477371867
2805,157,"Richmond, VA",8953,1.7536021445325587
2806,2000,"Roanoke, VA",98465,2.031178591377647
2807,2000,"Roanoke, VA",93524,2.1384885163166674
2808,747,"Rockbridge, VA",22307,3.348724615591518
2809,1464,"Rockingham, VA",77741,1.8831761875972783
2810,613,"Russell, VA",28264,2.1688366827059156
2811,722,"Scott, VA",22640,3.1890459363957597
2812,714,"Shenandoah, VA",42684,1.6727579420860277
2813,1086,"Smyth, VA",31652,3.431062808037407
2814,463,"Southampton, VA",18128,2.5540600176522505
2815,4135,"Spotsylvania, VA",127348,3.2470081980086065
2816,3856,"Stafford, VA",136788,2.8189607275492
2817,333,"Surry, VA",6765,4.92239467849224
2818,168,"Sussex, VA",11810,1.422523285351397
2819,1311,"Tazewell, VA",44103,2.9725868988504183
2820,1153,"Warren, VA",38699,2.979405152587922
2821,1204,"Washington, VA",54907,2.1927987324020615
2822,660,"Westmoreland, VA",17612,3.747444923915512
2823,1150,"Wise, VA",40589,2.8332799526965435
2824,640,"Wythe, VA",29344,2.1810250817884405
2825,1096,"York, VA",66269,1.653865306553592
2826,641,"Adams, WA",19067,3.361829338647926
2827,376,"Asotin, WA",22110,1.700587969244686
2828,3143,"Benton, WA",184486,1.7036523096603535
2829,1183,"Chelan, WA",73967,1.5993618775940621
2830,1021,"Clallam, WA",72312,1.4119371611903972
2831,9568,"Clark, WA",443817,2.1558435120781763
2832,53,"Columbia, WA",4032,1.314484126984127
2833,2536,"Cowlitz, WA",101860,2.489691733752209
2834,938,"Douglas, WA",39471,2.3764282637886045
2835,162,"Ferry, WA",7646,2.118754904525242
2836,2000,"Franklin, WA",86638,2.308455873865971
2837,12,"Garfield, WA",2256,0.5319148936170213
2838,2293,"Grant, WA",91878,2.495700820653475
2839,1422,"Grays Harbor, WA",71078,2.0006190382396802
2840,1011,"Island, WA",78801,1.2829786424030152
2841,362,"Jefferson, WA",30076,1.2036175023274371
2842,33949,"King, WA",2044449,1.6605452129155582
2843,4334,"Kitsap, WA",253968,1.7065142065142065
2844,531,"Kittitas, WA",41765,1.2713994971866396
2845,355,"Klickitat, WA",20866,1.7013323109364518
2846,1841,"Lewis, WA",75081,2.4520184867010295
2847,185,"Lincoln, WA",10301,1.7959421415396564
2848,1715,"Mason, WA",60497,2.8348513149412367
2849,747,"Okanogan, WA",41193,1.813414900589906
2850,466,"Pacific, WA",20498,2.2733925261001073
2851,308,"Pend Oreille, WA",12896,2.3883374689826304
2852,16559,"Pierce, WA",819743,2.0200233487812644
2853,144,"San Juan, WA",15875,0.9070866141732284
2854,2685,"Skagit, WA",118837,2.2593973257487145
2855,165,"Skamania, WA",11274,1.4635444385311336
2856,15739,"Snohomish, WA",745913,2.1100315988593845
2857,7833,"Spokane, WA",479398,1.6339242132841607
2858,868,"Stevens, WA",43430,1.9986184664978126
2859,4479,"Thurston, WA",262388,1.7070140402762322
2860,145,"Wahkiakum, WA",4042,3.5873330034636317
2861,676,"Walla Walla, WA",59530,1.1355619015622376
2862,3565,"Whatcom, WA",206353,1.7276220844862928
2863,173,"Whitman, WA",46570,0.37148378784625297
2864,7901,"Yakima, WA",247044,3.1982157024659577
2865,324,"Barbour, WV",16770,1.9320214669051878
2866,2924,"Berkeley, WV",108706,2.6898239287619816
2867,581,"Boone, WV",24224,2.398447820343461
2868,300,"Braxton, WV",14502,2.068680182043856
2869,390,"Brooke, WV",23737,1.643004591987193
2870,1970,"Cabell, WV",97133,2.0281469737370412
2871,125,"Calhoun, WV",7564,1.652564780539397
2872,274,"Clay, WV",9244,2.964084811769797
2873,198,"Doddridge, WV",8344,2.372962607861937
2874,1277,"Fayette, WV",45599,2.8005000109651528
2875,19,"Gilmer, WV",8672,0.21909594095940957
2876,208,"Grant, WV",11759,1.7688578960795984
2877,879,"Greenbrier, WV",35644,2.4660531926832006
2878,679,"Hampshire, WV",23445,2.896139901898059
2879,584,"Hancock, WV",30291,1.9279654022646993
2880,208,"Hardy, WV",13920,1.4942528735632183
2881,2260,"Harrison, WV",68972,3.2766919909528505
2882,855,"Jackson, WV",29178,2.9302899444787167
2883,1416,"Jefferson, WV",55073,2.5711328600221526
2884,4723,"Kanawha, WV",191275,2.469219709841851
2885,455,"Lewis, WV",16452,2.7656212010697785
2886,655,"Lincoln, WV",21559,3.0381743123521496
2887,1007,"Logan, WV",35987,2.798232695139912
2888,659,"McDowell, WV",20876,3.1567350067062656
2889,1047,"Marion, WV",56868,1.8411057185060138
2890,542,"Marshall, WV",32459,1.6697988231307188
2891,744,"Mason, WV",27126,2.74275602742756
2892,1773,"Mercer, WV",61984,2.860415591120289
2893,524,"Mineral, WV",27704,1.891423621137742
2894,729,"Mingo, WV",25900,2.8146718146718146
2895,1699,"Monongalia, WV",102274,1.6612237714375109
2896,74,"Monroe, WV",13483,0.5488392790921902
2897,391,"Morgan, WV",17498,2.2345410904103327
2898,640,"Nicholas, WV",25965,2.464856537646832
2899,879,"Ohio, WV",43727,2.010199647814851
2900,67,"Pendleton, WV",7471,0.8968009637264087
2901,142,"Pleasants, WV",7577,1.8740926488055958
2902,131,"Pocahontas, WV",8669,1.511131618410428
2903,660,"Preston, WV",33859,1.9492601671638263
2904,1170,"Putnam, WV",56650,2.0653133274492497
2905,1803,"Raleigh, WV",78833,2.2871132647495336
2906,646,"Randolph, WV",29415,2.196158422573517
2907,195,"Ritchie, WV",10073,1.935868162414375
2908,383,"Roane, WV",14656,2.613264192139738
2909,349,"Summers, WV",13563,2.5731770257317703
2910,368,"Taylor, WV",16973,2.1681494137748185
2911,139,"Tucker, WV",6968,1.994833524684271
2912,228,"Tyler, WV",8995,2.534741523068371
2913,456,"Upshur, WV",24665,1.8487735657814717
2914,1037,"Wayne, WV",41437,2.5025942997803896
2915,319,"Webster, WV",8893,3.587090970426178
2916,471,"Wetzel, WV",16204,2.906689706245371
2917,16,"Wirt, WV",5901,0.27114048466361634
2918,1936,"Wood, WV",86569,2.236366366713258
2919,646,"Wyoming, WV",23019,2.8063773404578827
2920,252,"Adams, WI",20480,1.23046875
2921,248,"Ashland, WI",16016,1.5484515484515484
2922,574,"Barron, WI",45676,1.2566774673789298
2923,147,"Bayfield, WI",15156,0.9699129057798892
2924,3086,"Brown, WI",254586,1.2121640624386258
2925,129,"Buffalo, WI",13357,0.9657857303286665
2926,215,"Burnett, WI",15333,1.4022043957477337
2927,487,"Calumet, WI",49617,0.9815184311828608
2928,673,"Chippewa, WI",63132,1.0660204016980295
2929,391,"Clark, WI",34615,1.1295681063122924
2930,606,"Columbia, WI",56653,1.0696697438794063
2931,232,"Crawford, WI",16397,1.414892968225895
2932,3824,"Dane, WI",509939,0.7498936147264673
2933,1134,"Dodge, WI",88344,1.2836185819070904
2934,137,"Door, WI",27896,0.49110983653570406
2935,469,"Douglas, WI",43887,1.0686535876227583
2936,519,"Dunn, WI",44122,1.1762839399845884
2937,1033,"Eau Claire, WI",101438,1.0183560401427472
2938,66,"Florence, WI",4520,1.4601769911504425
2939,1006,"Fond du Lac, WI",101798,0.988231595905617
2940,172,"Forest, WI",9126,1.8847249616480384
2941,399,"Grant, WI",51069,0.7812958937907536
2942,416,"Green, WI",37090,1.1215961175519007
2943,216,"Green Lake, WI",18959,1.139300596022997
2944,261,"Iowa, WI",23749,1.098993641837551
2945,64,"Iron, WI",5886,1.0873258579680598
2946,335,"Jackson, WI",20644,1.622747529548537
2947,929,"Jefferson, WI",84509,1.0992911997538724
2948,332,"Juneau, WI",26547,1.2506121218970128
2949,2666,"Kenosha, WI",167757,1.5892034311533945
2950,156,"Kewaunee, WI",20505,0.7607900512070226
2951,1492,"La Crosse, WI",116713,1.2783494555019579
2952,209,"Lafayette, WI",16766,1.2465704401765478
2953,188,"Langlade, WI",19575,0.9604086845466155
2954,263,"Lincoln, WI",28684,0.9168874633942268
2955,909,"Manitowoc, WI",80654,1.1270364768021426
2956,1302,"Marathon, WI",135416,0.9614816565250782
2957,415,"Marinette, WI",41610,0.9973564047104061
2958,202,"Marquette, WI",15176,1.3310490247759619
2959,342,"Menominee, WI",4317,7.9221681723419035
2960,17066,"Milwaukee, WI",956023,1.7851034964639971
2961,711,"Monroe, WI",45298,1.5696057221069364
2962,471,"Oconto, WI",37318,1.2621255158368616
2963,394,"Oneida, WI",35689,1.1039816189862421
2964,1766,"Outagamie, WI",180345,0.9792342454739527
2965,827,"Ozaukee, WI",87054,0.9499850667401842
2966,65,"Pepin, WI",7360,0.8831521739130435
2967,381,"Pierce, WI",40976,0.9298125732135885
2968,517,"Polk, WI",43476,1.1891618364154937
2969,482,"Portage, WI",70380,0.6848536516055698
2970,147,"Price, WI",13802,1.0650630343428489
2971,3336,"Racine, WI",195041,1.710409606185366
2972,188,"Richland, WI",17717,1.0611277304284021
2973,2628,"Rock, WI",160739,1.634948581240396
2974,199,"Rusk, WI",14395,1.382424452935047
2975,964,"St. Croix, WI",85930,1.121843360875131
2976,921,"Sauk, WI",63162,1.4581552199107057
2977,259,"Sawyer, WI",16513,1.5684612123781263
2978,589,"Shawano, WI",41643,1.4144033811204766
2979,1067,"Sheboygan, WI",114922,0.9284558222098467
2980,203,"Taylor, WI",20610,0.984958757884522
2981,213,"Trempealeau, WI",29582,0.7200324521668583
2982,248,"Vernon, WI",30329,0.817699231758383
2983,199,"Vilas, WI",21368,0.9312991388992886
2984,1865,"Walworth, WI",102945,1.8116469959687211
2985,221,"Washburn, WI",15686,1.4088996557439755
2986,1274,"Washington, WI",132739,0.959778211377214
2987,3826,"Waukesha, WI",393843,0.9714530917142109
2988,832,"Waupaca, WI",52285,1.5912785693793632
2989,324,"Waushara, WI",24329,1.331744009207119
2990,1457,"Winnebago, WI",169541,0.8593791472269244
2991,674,"Wood, WI",73959,0.9113157289849781
2992,174,"Albany, WY",37422,0.46496713163379827
2993,146,"Big Horn, WY",11994,1.217275304318826
2994,692,"Campbell, WY",48176,1.4363998671537694
2995,156,"Carbon, WY",15748,0.9906019812039624
2996,232,"Converse, WY",14313,1.6209040732201494
2997,76,"Crook, WY",7184,1.0579064587973273
2998,1107,"Fremont, WY",40998,2.7001317137421337
2999,250,"Goshen, WY",13612,1.8366147516896854
3000,54,"Hot Springs, WY",4847,1.1140911904270683
3001,112,"Johnson, WY",8628,1.2980992118683357
3002,1745,"Laramie, WY",95809,1.821332025175088
3003,441,"Lincoln, WY",18364,2.4014375952951426
3004,1076,"Natrona, WY",80973,1.328838007730972
3005,68,"Niobrara, WY",2541,2.676111767020858
3006,392,"Park, WY",29227,1.3412255790878298
3007,38,"Platte, WY",8765,0.4335424985738734
3008,308,"Sheridan, WY",29824,1.032725321888412
3009,293,"Sublette, WY",10041,2.918036052186037
3010,707,"Sweetwater, WY",45237,1.5628799434091563
3011,122,"Teton, WY",22268,0.5478713849470092
3012,502,"Uinta, WY",21066,2.3829868033798536
3013,76,"Washakie, WY",8463,0.8980267044783173
3014,106,"Weston, WY",7158,1.4808605755797708
